,inaction,disengange,engange
667,36.0,426.0,206.0
668,36.0,427.0,206.0
669,36.0,428.0,206.0
670,36.0,428.0,207.0
671,36.0,428.0,208.0
672,36.0,429.0,208.0
673,36.0,430.0,208.0
674,37.0,430.0,208.0
675,38.0,430.0,208.0
676,38.0,431.0,208.0
677,38.0,432.0,208.0
678,38.0,432.0,209.0
679,38.0,432.0,210.0
680,38.0,433.0,210.0
681,38.0,434.0,210.0
682,38.0,435.0,210.0
683,38.0,436.0,210.0
684,38.0,437.0,210.0
685,38.0,438.0,210.0
686,38.0,439.0,210.0
687,38.0,440.0,210.0
688,38.0,441.0,210.0
689,38.0,442.0,210.0
690,38.0,443.0,210.0
691,38.0,444.0,210.0
692,38.0,445.0,210.0
693,38.0,446.0,210.0
694,38.0,447.0,210.0
695,38.0,448.0,210.0
696,38.0,449.0,210.0
697,38.0,450.0,210.0
698,38.0,451.0,210.0
699,38.0,452.0,210.0
700,38.0,453.0,210.0
701,38.0,454.0,210.0
702,38.0,455.0,210.0
703,38.0,456.0,210.0
704,38.0,457.0,210.0
705,38.0,458.0,210.0
706,38.0,458.0,211.0
707,38.0,458.0,212.0
708,38.0,459.0,212.0
709,38.0,460.0,212.0
710,38.0,461.0,212.0
711,38.0,462.0,212.0
712,38.0,462.0,213.0
713,38.0,462.0,214.0
714,38.0,462.0,215.0
715,38.0,462.0,216.0
716,38.0,462.0,217.0
717,38.0,462.0,218.0
718,38.0,463.0,218.0
719,38.0,464.0,218.0
720,38.0,465.0,218.0
721,38.0,466.0,218.0
722,38.0,466.0,219.0
723,38.0,466.0,220.0
724,39.0,466.0,220.0
725,40.0,466.0,220.0
726,40.0,466.0,221.0
727,40.0,466.0,222.0
728,40.0,466.0,223.0
729,40.0,466.0,224.0
730,40.0,466.0,225.0
731,40.0,466.0,226.0
732,40.0,467.0,226.0
733,40.0,468.0,226.0
734,40.0,469.0,226.0
735,40.0,470.0,226.0
736,40.0,471.0,226.0
737,40.0,472.0,226.0
738,40.0,472.0,227.0
739,40.0,472.0,228.0
740,40.0,473.0,228.0
741,40.0,474.0,228.0
742,40.0,475.0,228.0
743,40.0,476.0,228.0
744,40.0,477.0,228.0
745,40.0,478.0,228.0
746,40.0,479.0,228.0
747,40.0,480.0,228.0
748,41.0,480.0,228.0
749,42.0,480.0,228.0
750,42.0,480.0,229.0
751,42.0,480.0,230.0
752,42.0,481.0,230.0
753,42.0,482.0,230.0
754,42.0,483.0,230.0
755,42.0,484.0,230.0
756,42.0,485.0,230.0
757,42.0,486.0,230.0
758,42.0,487.0,230.0
759,42.0,488.0,230.0
760,42.0,489.0,230.0
761,42.0,490.0,230.0
762,42.0,490.0,231.0
763,42.0,490.0,232.0
764,42.0,491.0,232.0
765,42.0,492.0,232.0
766,42.0,493.0,232.0
767,42.0,494.0,232.0
768,42.0,495.0,232.0
769,42.0,496.0,232.0
770,43.0,496.0,232.0
771,44.0,496.0,232.0
772,44.0,497.0,232.0
773,44.0,498.0,232.0
774,44.0,498.0,233.0
775,44.0,498.0,234.0
776,44.0,498.0,235.0
777,44.0,498.0,236.0
778,44.0,499.0,236.0
779,44.0,500.0,236.0
780,44.0,501.0,236.0
781,44.0,502.0,236.0
782,44.0,503.0,236.0
783,44.0,504.0,236.0
784,44.0,505.0,236.0
785,44.0,506.0,236.0
786,44.0,506.0,237.0
787,44.0,506.0,238.0
788,44.0,507.0,238.0
789,44.0,508.0,238.0
790,44.0,509.0,238.0
791,44.0,510.0,238.0
792,44.0,511.0,238.0
793,44.0,512.0,238.0
794,44.0,513.0,238.0
795,44.0,514.0,238.0
796,44.0,515.0,238.0
797,44.0,516.0,238.0
798,45.0,516.0,238.0
799,46.0,516.0,238.0
800,46.0,517.0,238.0
801,46.0,518.0,238.0
802,46.0,519.0,238.0
803,46.0,520.0,238.0
804,46.0,521.0,238.0
805,46.0,522.0,238.0
806,46.0,523.0,238.0
807,46.0,524.0,238.0
808,46.0,525.0,238.0
809,46.0,526.0,238.0
810,46.0,527.0,238.0
811,46.0,528.0,238.0
812,46.0,529.0,238.0
813,46.0,530.0,238.0
814,46.0,531.0,238.0
815,46.0,532.0,238.0
816,46.0,533.0,238.0
817,46.0,534.0,238.0
818,46.0,534.0,239.0
819,46.0,534.0,240.0
820,46.0,534.0,241.0
821,46.0,534.0,242.0
822,46.0,534.0,243.0
823,46.0,534.0,244.0
824,46.0,535.0,244.0
825,46.0,536.0,244.0
826,46.0,537.0,244.0
827,46.0,538.0,244.0
828,46.0,539.0,244.0
829,46.0,540.0,244.0
830,46.0,541.0,244.0
831,46.0,542.0,244.0
832,46.0,542.0,245.0
833,46.0,542.0,246.0
834,46.0,542.0,247.0
835,46.0,542.0,248.0
836,46.0,543.0,248.0
837,46.0,544.0,248.0
838,46.0,545.0,248.0
839,46.0,546.0,248.0
840,46.0,547.0,248.0
841,46.0,548.0,248.0
842,46.0,549.0,248.0
843,46.0,550.0,248.0
844,46.0,551.0,248.0
845,46.0,552.0,248.0
846,46.0,553.0,248.0
847,46.0,554.0,248.0
848,46.0,555.0,248.0
849,46.0,556.0,248.0
850,46.0,557.0,248.0
851,46.0,558.0,248.0
852,46.0,558.0,249.0
853,46.0,558.0,250.0
854,46.0,559.0,250.0
855,46.0,560.0,250.0
856,46.0,561.0,250.0
857,46.0,562.0,250.0
858,46.0,563.0,250.0
859,46.0,564.0,250.0
860,46.0,565.0,250.0
861,46.0,566.0,250.0
862,46.0,567.0,250.0
863,46.0,568.0,250.0
864,46.0,569.0,250.0
865,46.0,570.0,250.0
866,46.0,571.0,250.0
867,46.0,572.0,250.0
868,46.0,573.0,250.0
869,46.0,574.0,250.0
870,46.0,575.0,250.0
871,46.0,576.0,250.0
872,46.0,577.0,250.0
873,46.0,578.0,250.0
874,46.0,579.0,250.0
875,46.0,580.0,250.0
876,47.0,580.0,250.0
877,48.0,580.0,250.0
878,48.0,581.0,250.0
879,48.0,582.0,250.0
880,48.0,582.0,251.0
881,48.0,582.0,252.0
882,48.0,583.0,252.0
883,48.0,584.0,252.0
884,48.0,585.0,252.0
885,48.0,586.0,252.0
886,48.0,587.0,252.0
887,48.0,588.0,252.0
888,48.0,589.0,252.0
889,48.0,590.0,252.0
890,48.0,591.0,252.0
891,48.0,592.0,252.0
892,48.0,593.0,252.0
893,48.0,594.0,252.0
894,48.0,595.0,252.0
895,48.0,596.0,252.0
896,48.0,597.0,252.0
897,48.0,598.0,252.0
898,48.0,599.0,252.0
899,48.0,600.0,252.0
900,48.0,601.0,252.0
901,48.0,602.0,252.0
902,48.0,603.0,252.0
903,48.0,604.0,252.0
904,48.0,605.0,252.0
905,48.0,606.0,252.0
906,48.0,607.0,252.0
907,48.0,608.0,252.0
908,48.0,609.0,252.0
909,48.0,610.0,252.0
